GEOID,geometry,TRACT
37031970704,"list(list(c(-76.883052, -76.840381, -76.788024, -76.781282, -76.771766, -76.76643, -76.762155, -76.760799, -76.760032, -76.758008, -76.756005, -76.75597, -76.755154, -76.752487, -76.693018, -76.693024, -76.693031, -76.69185, -76.691877, -76.689105, -76.689305, -76.689967, -76.691194, -76.691386, -76.690895, -76.689915, -76.688013, -76.686594, -76.686022, -76.686352, -76.685721, -76.685054, -76.686144, -76.686043, -76.685771, -76.671227, -76.673213, -76.67372, -76.674288, -76.676836, -76.683855, -76.691573, 
-76.702607, -76.7132, -76.720236, -76.728901, -76.737431, -76.746995, -76.750366, -76.752234, -76.754512, -76.757141, -76.762535, -76.763746, -76.766001, -76.773495, -76.7786, -76.779546, -76.781895, -76.785577, -76.788927, -76.791077, -76.794216, -76.793842, -76.795858, -76.798318, -76.801332, -76.802699, -76.802644, -76.803312, -76.805045, -76.805324, -76.80461, -76.805955, -76.808847, -76.809826, -76.809347, -76.810239, -76.81175, -76.816297, -76.816875, -76.819155, -76.820704, -76.822432, -76.824707, 
-76.829261, -76.829432, -76.830982, -76.83239, -76.83336, -76.837332, -76.837012, -76.839504, -76.840132, -76.841924, -76.84435, -76.844443, -76.84444, -76.844358, -76.844219, -76.844045, -76.844003, -76.842011, -76.842526, -76.843968, -76.843679, -76.845588, -76.848026, -76.849506, -76.852443, -76.852858, -76.852983, -76.853288, -76.853366, -76.853791, -76.854263, -76.854327, -76.855252, -76.858577, -76.882312, -76.882544, -76.883052, 34.844896, 34.845591, 34.846423, 34.846528, 34.846677, 34.848795, 
34.848232, 34.846612, 34.84705, 34.846285, 34.847228, 34.847245, 34.847629, 34.848137, 34.86918, 34.869234, 34.87101, 34.871067, 34.869641, 34.840513, 34.837215, 34.832607, 34.827957, 34.825319, 34.822345, 34.818838, 34.814045, 34.80976, 34.806175, 34.80215, 34.796582, 34.790695, 34.784248, 34.775014, 34.7738, 34.756569, 34.750161, 34.749039, 34.747782, 34.750161, 34.755776, 34.760876, 34.764346, 34.767342, 34.768331, 34.768517, 34.766448, 34.762564, 34.762069, 34.761108, 34.759137, 34.757141, 34.754411, 
34.754096, 34.753805, 34.753621, 34.75403, 34.753837, 34.752326, 34.752423, 34.75425, 34.754754, 34.758472, 34.760197, 34.762372, 34.761806, 34.762708, 34.764602, 34.766458, 34.766842, 34.76658, 34.765639, 34.763835, 34.762143, 34.76223, 34.76339, 34.765075, 34.765948, 34.762881, 34.764345, 34.766827, 34.766161, 34.7648, 34.766702, 34.766376, 34.767046, 34.769753, 34.768938, 34.76706, 34.766849, 34.768495, 34.769793, 34.771277, 34.773004, 34.77336, 34.776752, 34.776749, 34.777065, 34.777173, 34.777531, 
34.777613, 34.777848, 34.779821, 34.782442, 34.783989, 34.784852, 34.786438, 34.786274, 34.786895, 34.790544, 34.792965, 34.794198, 34.795451, 34.795846, 34.796762, 34.798223, 34.798298, 34.797479, 34.802698, 34.840714, 34.843297, 34.844896)))",970704
37031970806,"list(list(c(-77.113124, -77.112572, -77.108561, -77.108031, -77.105153, -77.105987, -77.105993, -77.105994, -77.099687, -77.095891, -77.093193, -77.091095, -77.088579, -77.087417, -77.084637, -77.083248, -77.081912, -77.080653, -77.078893, -77.07641, -77.076056, -77.075432, -77.075358, -77.073842, -77.072182, -77.069832, -77.067846, -77.06473, -77.063637, -77.061562, -77.061076, -77.060369, -77.059865, -77.059222, -77.059009, -77.058383, -77.05802, -77.056042, -77.054561, -77.053576, -77.053462, 
-77.052027, -77.047666, -77.047319, -77.048875, -77.046928, -77.046951, -77.047007, -77.046961, -77.046021, -77.045887, -77.046969, -77.047088, -77.046797, -77.046719, -77.045211, -77.044745, -77.04584, -77.046262, -77.045331, -77.0449964002233, -77.045435, -77.048242, -77.0491415722935, -77.049492, -77.051194981352, -77.051346, -77.0524495557625, -77.053548, -77.0559268130749, -77.056213, -77.056677, -77.0564752597609, -77.054011, -77.054823, -77.0586895703988, -77.059227, -77.061199, -77.064789, 
-77.06694559663, -77.0696131009336, -77.069773, -77.0735585065934, -77.073829, -77.0752305511986, -77.078034, -77.081246, -77.083564, -77.083216, -77.0833019872281, -77.083332, -77.092719, -77.0949737760816, -77.100252, -77.105004, -77.109176, -77.1115151908125, -77.113, -77.112768, -77.1129825425025, -77.1132981312984, -77.113124, 34.683284, 34.683946, 34.687346, 34.688183, 34.694712, 34.706657, 34.709764, 34.710106, 34.711633, 34.712349, 34.712551, 34.712573, 34.712331, 34.711879, 34.709773, 34.709168, 
34.708877, 34.708825, 34.709069, 34.710005, 34.710222, 34.710709, 34.710803, 34.712195, 34.712103, 34.711125, 34.711228, 34.711551, 34.711855, 34.712093, 34.712051, 34.712332, 34.712465, 34.712753, 34.712815, 34.712678, 34.712205, 34.712375, 34.711386, 34.711074, 34.710987, 34.708424, 34.706181, 34.703389, 34.703164, 34.699933, 34.699753, 34.69932, 34.696932, 34.697149, 34.696192, 34.695759, 34.695174, 34.695127, 34.691757, 34.691696, 34.690408, 34.687631, 34.686739, 34.685911, 34.6854866191938, 
34.685146, 34.683947, 34.6844673126146, 34.68467, 34.686158041958, 34.68629, 34.6869585483139, 34.687624, 34.6873687127432, 34.687338, 34.68629, 34.6859438785246, 34.681716, 34.680953, 34.680367395446, 34.680286, 34.679432, 34.67981, 34.6792738797703, 34.6786107501893, 34.678571, 34.6782154087741, 34.67819, 34.6775457197463, 34.676257, 34.676569, 34.675997, 34.674377, 34.6735297292955, 34.673234, 34.672948, 34.6733757279995, 34.674377, 34.675521, 34.677522, 34.6799125747111, 34.68143, 34.682478, 
34.68270209885, 34.6830317448894, 34.683284)))",970806
37031970502,"list(list(c(-76.77017, -76.769571, -76.766494, -76.766001, -76.763746, -76.762535, -76.757141, -76.754512, -76.752234, -76.750366, -76.746995, -76.737431, -76.728901, -76.720236, -76.722288, -76.722637, -76.721944, -76.721994, -76.723096, -76.723421, -76.724559, -76.724996, -76.725433, -76.727902, -76.728265, -76.728276, -76.728356, -76.728439, -76.728825, -76.7289, -76.730947, -76.731024, -76.731293, -76.731282, -76.729704, -76.730059, -76.73057, -76.734756, -76.735255, -76.736179, -76.736928, -76.737076, 
-76.737594, -76.739026, -76.741843, -76.747188, -76.74882, -76.750548, -76.754412, -76.754532, -76.764455, -76.768801, -76.771997, -76.77017, 34.740869, 34.745694, 34.748509, 34.753805, 34.754096, 34.754411, 34.757141, 34.759137, 34.761108, 34.762069, 34.762564, 34.766448, 34.768517, 34.768331, 34.760306, 34.75981, 34.759612, 34.759292, 34.758452, 34.757928, 34.757596, 34.756661, 34.756738, 34.757225, 34.747313, 34.746788, 34.746187, 34.745911, 34.744819, 34.744588, 34.740531, 34.74023, 34.737655, 
34.737392, 34.734148, 34.734247, 34.73439, 34.735517, 34.735645, 34.735939, 34.736263, 34.736327, 34.736559, 34.738309, 34.738596, 34.739208, 34.739957, 34.739115, 34.738882, 34.73888, 34.737579, 34.73625, 34.736221, 34.740869)))",970502
37031970804,"list(list(c(-77.054235, -77.05404, -77.053966, -77.053897, -77.05386, -77.053785, -77.05375, -77.053697, -77.053675, -77.053712, -77.053729, -77.053491, -77.053413, -77.050659, -77.050569, -77.049905, -77.047725, -77.04877, -77.048436, -77.045687, -77.043861, -77.04474, -77.043078, -77.040761, -77.039261, -77.038254, -77.036327, -77.033513, -77.033062, -77.029981, -77.02962, -77.028162, -77.026752, -77.026391, -77.021925, -77.019874, -77.012581, -77.008632, -76.999558, -76.997755, -76.996677, -76.995498, 
-76.99196, -76.985288, -76.979914, -76.977695, -76.976842, -76.977195, -76.97846, -76.980032, -76.982001, -76.981209, -76.9769, -76.972369, -76.954801, -76.951183, -76.948413, -76.945733, -76.940961, -76.9385680967313, -76.939168, -76.940554, -76.945305, -76.950752, -76.953997, -76.960139, -76.961878, -76.967556, -76.970222, -76.971672929369, -76.971728, -76.97254, -76.975205, -76.977639, -76.981, -76.986331, -76.990271, -76.995662, -76.998963, -77.00186, -77.003946, -77.005215, -77.008466, -77.009045, 
-77.008814, -77.010157561938, -77.011943, -77.012058101582, -77.0123005039189, -77.014398, -77.017158, -77.017158, -77.0169996698292, -77.016115, -77.016926, -77.018151, -77.019939, -77.022257, -77.024111, -77.025618, -77.0260200589711, -77.027125, -77.028283, -77.0285273935089, -77.028747, -77.030496, -77.033846, -77.036604, -77.0381397270762, -77.038366, -77.040336, -77.0404108506847, -77.0415209463716, -77.04219, -77.043349, -77.0449964002233, -77.045331, -77.046262, -77.04584, -77.044745, -77.045211, 
-77.046719, -77.046797, -77.047088, -77.046969, -77.045887, -77.046021, -77.046961, -77.047007, -77.046951, -77.046928, -77.048875, -77.047319, -77.047666, -77.052027, -77.053462, -77.053576, -77.054561, -77.054235, 34.711537, 34.711598, 34.711661, 34.711711, 34.711745, 34.711806, 34.711803, 34.711791, 34.711808, 34.711823, 34.711852, 34.711981, 34.712003, 34.712571, 34.714434, 34.715242, 34.715549, 34.717037, 34.719275, 34.718609, 34.719425, 34.720765, 34.722539, 34.724158, 34.726855, 34.727348, 
34.731898, 34.735504, 34.73673, 34.738299, 34.739464, 34.740654, 34.740871, 34.741788, 34.747854, 34.747737, 34.749776, 34.748385, 34.74361, 34.742093, 34.740126, 34.73945, 34.739182, 34.737223, 34.735098, 34.732293, 34.730097, 34.728014, 34.726438, 34.72563, 34.721609, 34.714779, 34.715746, 34.71664, 34.72079, 34.721336, 34.722156, 34.723096, 34.718108, 34.7164271708358, 34.7162, 34.71373, 34.711158, 34.711254, 34.709444, 34.708872, 34.707252, 34.706776, 34.709062, 34.7092460156105, 34.709253, 34.708014, 
34.705156, 34.703251, 34.701631, 34.701059, 34.698963, 34.696876, 34.695057, 34.694485, 34.69296, 34.692473, 34.693437, 34.695057, 34.696677, 34.6965129729433, 34.696295, 34.696247505946, 34.6961474841264, 34.695282, 34.69458, 34.692008, 34.6916896698292, 34.689911, 34.687815, 34.687345, 34.688386, 34.689435, 34.688958, 34.688291, 34.6878334478198, 34.686576, 34.684861, 34.6836058497163, 34.682478, 34.681814, 34.68143, 34.68235, 34.6859505042859, 34.686481, 34.68953, 34.6895377111547, 34.6896520737632, 
34.689721, 34.686766, 34.6854866191938, 34.685911, 34.686739, 34.687631, 34.690408, 34.691696, 34.691757, 34.695127, 34.695174, 34.695759, 34.696192, 34.697149, 34.696932, 34.69932, 34.699753, 34.699933, 34.703164, 34.703389, 34.706181, 34.708424, 34.710987, 34.711074, 34.711386, 34.711537)))",970804
37031970903,"list(list(c(-77.034944, -77.024297, -77.024753, -77.021804, -77.01449, -77.012963, -77.0126196250301, -77.012445, -77.0107048843327, -77.010259, -77.008357, -77.005125, -77.002368, -77.000086, -76.997899, -76.994477, -76.992005, -76.987441, -76.985065, -76.982212, -76.97898, -76.974987, -76.97261, -76.968237, -76.964719, -76.960726, -76.955973, -76.951504, -76.947796, -76.945705, -76.941427, -76.9361801843445, -76.933345, -76.931444, -76.928212, -76.921556, -76.911764, -76.9108956315442, -76.910409810462, 
-76.9100683682551, -76.9104888989619, -76.9105196729472, -76.919666, -76.9208448862243, -76.9337816933973, -76.935351, -76.9357388629164, -76.952747, -76.9536174595859, -76.962108, -76.9642820313705, -76.969322, -76.9713620716025, -76.994117, -76.9953641374625, -76.9983653881217, -77.0107100201389, -77.014274, -77.033632, -77.0338743853971, -77.034944, 34.664831, 34.667105, 34.669041, 34.669829, 34.67333, 34.674334, 34.6745112932002, 34.674081, 34.6723377002235, 34.671891, 34.671735, 34.672751, 34.67197, 
34.672986, 34.673455, 34.673299, 34.673142, 34.674628, 34.674472, 34.675175, 34.67541, 34.676895, 34.676895, 34.676739, 34.677834, 34.678224, 34.678303, 34.67885, 34.678694, 34.679475, 34.680101, 34.6808625088795, 34.681274, 34.682368, 34.682603, 34.682915, 34.684401, 34.6845473673907, 34.6846292547091, 34.6824265835963, 34.6823620607392, 34.6823573390259, 34.680954, 34.6807766221556, 34.6788301213632, 34.678594, 34.6785312364848, 34.675779, 34.6756480730587, 34.674371, 34.6740181041399, 34.6732, 
34.6728378142692, 34.668798, 34.6685535469507, 34.6679652678737, 34.6655455803657, 34.664847, 34.660502, 34.6604439028361, 34.664831)))",970903
37031970805,"list(list(c(-77.131679, -77.12924, -77.128185, -77.125699, -77.125107, -77.123647, -77.120665, -77.120033, -77.116163, -77.115651, -77.112698, -77.111163, -77.11027, -77.107382, -77.103668, -77.101563, -77.098785, -77.09615, -77.092409, -77.090457, -77.089918, -77.090259, -77.089595, -77.08805, -77.084952, -77.079829, -77.078674, -77.078263, -77.058072, -76.965674, -76.957583, -76.954438, -76.954773, -76.938835, -76.938618, -76.938638, -76.939719, -76.939822, -76.938855, -76.939772, -76.939697, -76.936783, 
-76.935491, -76.933645, -76.92947, -76.927912, -76.929009, -76.931612, -76.933638, -76.933193, -76.929663, -76.9297, -76.9304, -76.931186, -76.931614, -76.933548, -76.935675, -76.935691, -76.935798, -76.935937, -76.941357, -76.945054, -76.945733, -76.948413, -76.951183, -76.954801, -76.972369, -76.9769, -76.981209, -76.982001, -76.980032, -76.97846, -76.977195, -76.976842, -76.977695, -76.979914, -76.985288, -76.99196, -76.995498, -76.996677, -76.997755, -76.999558, -77.008632, -77.012581, -77.019874, 
-77.021925, -77.026391, -77.026752, -77.028162, -77.02962, -77.029981, -77.033062, -77.033513, -77.036327, -77.038254, -77.039261, -77.040761, -77.043078, -77.04474, -77.043861, -77.045687, -77.048436, -77.04877, -77.047725, -77.049905, -77.050569, -77.050659, -77.053413, -77.053491, -77.053729, -77.053712, -77.053675, -77.053697, -77.05375, -77.053785, -77.05386, -77.053897, -77.053966, -77.05404, -77.054235, -77.054561, -77.056042, -77.05802, -77.058383, -77.059009, -77.059222, -77.059865, -77.060369, 
-77.061076, -77.061562, -77.063637, -77.06473, -77.067846, -77.067745, -77.067837, -77.068054, -77.068714, -77.070201, -77.071452, -77.07693, -77.078506, -77.078591, -77.084906, -77.086498, -77.092098, -77.092618, -77.092881, -77.096331, -77.097575, -77.099246, -77.101448, -77.117899, -77.119716, -77.128357, -77.129566, -77.131317, -77.131679, 34.798138, 34.797421, 34.795969, 34.796206, 34.79314, 34.792636, 34.79337, 34.794501, 34.793965, 34.797113, 34.796468, 34.798208, 34.801025, 34.803106, 34.802411, 
34.800715, 34.801023, 34.799243, 34.798981, 34.799481, 34.800762, 34.802759, 34.809147, 34.809241, 34.811148, 34.810041, 34.811289, 34.811322, 34.810897, 34.808921, 34.809026, 34.809066, 34.824508, 34.82719, 34.826485, 34.819299, 34.816614, 34.81447, 34.810772, 34.80725, 34.806067, 34.801239, 34.795548, 34.794631, 34.794236, 34.79223, 34.786858, 34.784835, 34.782208, 34.779583, 34.766867, 34.765963, 34.762929, 34.755497, 34.752057, 34.74608, 34.739216, 34.739059, 34.731427, 34.72551, 34.724717, 34.723357, 
34.723096, 34.722156, 34.721336, 34.72079, 34.71664, 34.715746, 34.714779, 34.721609, 34.72563, 34.726438, 34.728014, 34.730097, 34.732293, 34.735098, 34.737223, 34.739182, 34.73945, 34.740126, 34.742093, 34.74361, 34.748385, 34.749776, 34.747737, 34.747854, 34.741788, 34.740871, 34.740654, 34.739464, 34.738299, 34.73673, 34.735504, 34.731898, 34.727348, 34.726855, 34.724158, 34.722539, 34.720765, 34.719425, 34.718609, 34.719275, 34.717037, 34.715549, 34.715242, 34.714434, 34.712571, 34.712003, 34.711981, 
34.711852, 34.711823, 34.711808, 34.711791, 34.711803, 34.711806, 34.711745, 34.711711, 34.711661, 34.711598, 34.711537, 34.711386, 34.712375, 34.712205, 34.712678, 34.712815, 34.712753, 34.712465, 34.712332, 34.712051, 34.712093, 34.711855, 34.711551, 34.711228, 34.711871, 34.713946, 34.714675, 34.716076, 34.718407, 34.720364, 34.728329, 34.730492, 34.730608, 34.739194, 34.741345, 34.749162, 34.75098, 34.752091, 34.766381, 34.771596, 34.774521, 34.776254, 34.785962, 34.786727, 34.789616, 34.790225, 
34.792398, 34.798138)))",970805
37031970304,"list(list(c(-76.659972, -76.656943, -76.655698, -76.654732, -76.649919, -76.647499, -76.643244, -76.64136, -76.637169, -76.63542, -76.633889, -76.628962, -76.627974, -76.626453, -76.6244751261338, -76.622258, -76.627249, -76.627011, -76.615603, -76.6164699204277, -76.6172563413873, -76.619365, -76.642223, -76.6473767038178, -76.649997, -76.650331, -76.656182, -76.660771, -76.659972, 34.713742, 34.717458, 34.718969, 34.719616, 34.721741, 34.724463, 34.726467, 34.72786, 34.732655, 34.735072, 34.73713, 
34.734527, 34.732888, 34.734178, 34.7329816621368, 34.728343, 34.724631, 34.719356, 34.710174, 34.7087957301759, 34.7075454420954, 34.704193, 34.707829, 34.7089587670501, 34.709577, 34.711684, 34.711835, 34.712481, 34.713742)))",970304
37031970602,"list(list(c(-76.900545, -76.897593, -76.890586, -76.889213, -76.884685, -76.873044, -76.844981, -76.846927, -76.8458829734848, -76.846566, -76.851897, -76.856996, -76.861516, -76.869164, -76.875191, -76.877277, -76.881565, -76.885621, -76.8903060656501, -76.891995, -76.895588, -76.89976, -76.9011777509505, -76.900545, 34.729218, 34.728931, 34.729335, 34.72992, 34.731967, 34.734274, 34.734313, 34.729431, 34.7286212626668, 34.728495, 34.727352, 34.727638, 34.727543, 34.727066, 34.726209, 34.726304, 
34.727066, 34.726971, 34.7258508180027, 34.725447, 34.725447, 34.726876, 34.7266895439723, 34.729218)))",970602
37031970103,"list(list(c(-76.6039994237178, -76.595102, -76.593929, -76.591365, -76.59063, -76.586381, -76.577341, -76.566977, -76.561661, -76.558247, -76.556163, -76.552788, -76.551984, -76.543216, -76.542239, -76.532564, -76.529352, -76.527424, -76.526208, -76.52463, -76.518982, -76.518053, -76.517663, -76.517802, -76.517381, -76.515814, -76.514814, -76.512449, -76.509474, -76.507724, -76.505727, -76.499237, -76.498174, -76.496424, -76.496786, -76.496534, -76.4958626428362, -76.497951, -76.4979552825997, -76.4987910158699, 
-76.499615, -76.5006291524028, -76.504131, -76.507221, -76.514114, -76.512109, -76.510073, -76.5099001910797, -76.5079447881728, -76.50318, -76.500803, -76.501517, -76.498427, -76.499849, -76.502705, -76.5056462252623, -76.505795, -76.506745, -76.510311, -76.512687, -76.515777, -76.519818, -76.5199692971457, -76.521719, -76.5234247725343, -76.5241397619278, -76.524809, -76.5286222352311, -76.530038, -76.5335499131565, -76.534079, -76.5343877762222, -76.536931, -76.540294, -76.5411481499822, -76.5472908439653, 
-76.548577, -76.553093, -76.5531379369941, -76.5543648945824, -76.556421, -76.561649, -76.566403, -76.575673, -76.58209, -76.581377, -76.578049, -76.575197, -76.577122, -76.585893, -76.584174, -76.577574, -76.577812, -76.575673, -76.578762, -76.584234, -76.585655, -76.593736, -76.597619, -76.599441, -76.6039994237178, 34.7893275521772, 34.78877, 34.788228, 34.78489, 34.784385, 34.783228, 34.781107, 34.780148, 34.778439, 34.775955, 34.774179, 34.770523, 34.77009, 34.768087, 34.767708, 34.762082, 34.760338, 
34.759818, 34.761494, 34.76232, 34.762599, 34.763257, 34.763973, 34.769582, 34.773162, 34.777266, 34.779509, 34.781343, 34.785161, 34.786614, 34.785567, 34.780849, 34.779853, 34.777431, 34.771595, 34.769192, 34.7634995428552, 34.763887, 34.7638754416133, 34.7616198658222, 34.759396, 34.7592206118187, 34.758615, 34.757053, 34.754319, 34.751438, 34.747679, 34.7476055693707, 34.7467746720671, 34.74475, 34.740843, 34.737328, 34.732054, 34.729345, 34.729515, 34.7293284368442, 34.729319, 34.726194, 34.723459, 
34.720333, 34.719552, 34.71877, 34.7189566343012, 34.721115, 34.7212226458395, 34.7212677665294, 34.72131, 34.721737339041, 34.721896, 34.7232543569076, 34.723459, 34.7231417789863, 34.720529, 34.719047, 34.7194818606151, 34.7226091985997, 34.723264, 34.725803, 34.7257818952759, 34.7252056528749, 34.72424, 34.722873, 34.722873, 34.721701, 34.731273, 34.734593, 34.734789, 34.739672, 34.744101, 34.756662, 34.760329, 34.760372, 34.76662, 34.768378, 34.772868, 34.771911, 34.76994, 34.771697, 34.777238, 
34.783801, 34.7893275521772)))",970103
37031970702,"list(list(c(-76.939719, -76.938638, -76.938618, -76.938835, -76.895665, -76.882306, -76.876837, -76.876022, -76.8765, -76.879066, -76.879935, -76.879893, -76.877394, -76.876483, -76.876409, -76.873323, -76.87199, -76.870469, -76.86512, -76.867196, -76.873059, -76.877452, -76.887133, -76.887775, -76.889136, -76.892109, -76.897151, -76.901118, -76.902503, -76.907435, -76.910006, -76.915669, -76.919271, -76.926729, -76.9297, -76.929663, -76.933193, -76.933638, -76.931612, -76.929009, -76.927912, -76.92947, 
-76.933645, -76.935491, -76.936783, -76.939697, -76.939772, -76.938855, -76.939822, -76.939719, 34.816614, 34.819299, 34.826485, 34.82719, 34.834444, 34.836685, 34.827062, 34.823648, 34.821466, 34.815914, 34.812863, 34.81179, 34.793687, 34.789521, 34.789305, 34.781015, 34.777384, 34.774873, 34.770405, 34.767159, 34.768684, 34.767838, 34.764055, 34.764022, 34.764582, 34.765516, 34.76686, 34.765413, 34.764544, 34.763031, 34.763513, 34.761662, 34.764129, 34.766473, 34.765963, 34.766867, 34.779583, 34.782208, 
34.784835, 34.786858, 34.79223, 34.794236, 34.794631, 34.795548, 34.801239, 34.806067, 34.80725, 34.810772, 34.81447, 34.816614)))",970702
37031970904,"list(list(c(-77.0985139877001, -77.098485, -77.09763, -77.095443, -77.095253, -77.095633, -77.094682, -77.0942464702788, -77.092971, -77.091545, -77.088598, -77.088313, -77.085651, -77.083274, -77.081562, -77.07795, -77.075383, -77.070059, -77.067872, -77.0654, -77.062928, -77.0624183309247, -77.058175, -77.048382, -77.045625, -77.0394409027579, -77.035167, -77.0331452545715, -77.028607, -77.024805, -77.01853, -77.014632, -77.013016, -77.0126196250301, -77.012963, -77.01449, -77.021804, -77.024753, 
-77.024297, -77.034944, -77.0338743853971, -77.0347350572562, -77.0365359909336, -77.055769, -77.074851, -77.081333, -77.086792, -77.0876685188475, -77.092978, -77.0939893862784, -77.097439, -77.098771, -77.0985139877001, 34.6468882984145, 34.647023, 34.648275, 34.648901, 34.650543, 34.653124, 34.653984, 34.6537452350214, 34.653046, 34.653046, 34.65461, 34.656017, 34.656799, 34.65719, 34.658833, 34.660006, 34.660866, 34.662274, 34.663837, 34.663837, 34.664307, 34.6644662380763, 34.665792, 34.667825, 
34.668998, 34.6703852530245, 34.671344, 34.6716090458946, 34.672204, 34.673299, 34.674706, 34.676035, 34.675488, 34.6745112932002, 34.674334, 34.67333, 34.669829, 34.669041, 34.667105, 34.664831, 34.6604439028361, 34.6602376090797, 34.6598059447128, 34.655196, 34.650266, 34.648484, 34.646786, 34.6464752651418, 34.644593, 34.6445233977612, 34.644286, 34.645694, 34.6468882984145)))",970904
37031971003,"list(list(c(-76.9103590825994, -76.908056, -76.904158, -76.89969, -76.898074, -76.895507, -76.8939390425178, -76.892084, -76.890373, -76.887616, -76.8867215706857, -76.883623, -76.881341, -76.8811801568359, -76.880105, -76.877823, -76.874401, -76.870598, -76.868887, -76.8662721657155, -76.864989, -76.8642033226567, -76.861566, -76.858904, -76.855957, -76.8554594096169, -76.8547126460587, -76.854151, -76.850728, -76.85013830923, -76.848731, -76.844263, -76.841221, -76.837513, -76.8339, -76.830573, 
-76.827625, -76.824963, -76.822206, -76.819449, -76.816977, -76.813745, -76.809467, -76.805093, -76.801195, -76.797678, -76.792639, -76.789597, -76.7848312858614, -76.78481, -76.782183, -76.782188800735, -76.798133, -76.815161, -76.8174425217523, -76.823258768113, -76.834088, -76.847394, -76.856931, -76.8657887926352, -76.8666685769343, -76.8754099876681, -76.877938, -76.8826680882545, -76.8898937450413, -76.8959173926981, -76.896079, -76.9094930487099, -76.9100683682551, -76.910409810462, -76.9103590825994, 
34.6846378051174, 34.685026, 34.686511, 34.689091, 34.690264, 34.690733, 34.6910192908052, 34.691358, 34.691202, 34.690342, 34.6901493605784, 34.689482, 34.689873, 34.6899137313191, 34.690186, 34.69042, 34.69214, 34.693469, 34.694172, 34.6938050645578, 34.693625, 34.6936789392859, 34.69386, 34.693391, 34.694016, 34.6941022379789, 34.694231660456, 34.694329, 34.694172, 34.6944953407077, 34.695267, 34.695267, 34.696674, 34.698081, 34.699644, 34.701911, 34.703474, 34.703943, 34.704724, 34.704099, 34.703474, 
34.703396, 34.703239, 34.703786, 34.703474, 34.703474, 34.704412, 34.703943, 34.7034909126353, 34.69784, 34.69792, 34.6966038603467, 34.695601, 34.69419, 34.6939503600547, 34.6933394498331, 34.692202, 34.690811, 34.689607, 34.6885397808273, 34.6884337812053, 34.6873805841487, 34.687076, 34.6864233672399, 34.6854264090271, 34.6845952977276, 34.684573, 34.6825148560104, 34.6824265835963, 34.6846292547091, 34.6846378051174)))",971003
37031970606,"list(list(c(-76.846927, -76.844981, -76.843075, -76.838383, -76.838022, -76.836913, -76.838456, -76.838319, -76.836525, -76.835698, -76.83223, -76.826041, -76.823137, -76.820776, -76.819086, -76.817388, -76.817314, -76.813364, -76.804329, -76.802623, -76.80068, -76.795477, -76.795377, -76.787395, -76.783655, -76.774809, -76.777054, -76.781046, -76.780548, -76.78082479634, -76.782594, -76.786418, -76.793835, -76.800789, -76.8028773960964, -76.803206, -76.807047, -76.8076722609908, -76.810987, -76.818868, 
-76.82895, -76.835904, -76.8409604866116, -76.84193, -76.8458829734848, -76.846927, 34.729431, 34.734313, 34.734109, 34.732681, 34.732566, 34.736464, 34.740137, 34.74269, 34.746713, 34.747612, 34.745601, 34.74374, 34.742875, 34.742176, 34.741674, 34.74117, 34.741326, 34.740154, 34.737253, 34.736921, 34.736612, 34.735702, 34.73567, 34.733633, 34.732294, 34.729078, 34.729097, 34.727714, 34.725735, 34.7249102826024, 34.725257, 34.724971, 34.725828, 34.725066, 34.725066, 34.725066, 34.725066, 34.7251869261104, 
34.725828, 34.726304, 34.727638, 34.727924, 34.7291222513908, 34.729352, 34.7286212626668, 34.729431)))",970606
